Datetime,Temprature,day_of_year,day_of_month,day_of_week,hour,kWh
2021-03-13 06:00:00,2,72,13,5,6,1630.0
2021-03-13 07:00:00,2,72,13,5,7,1630.0
2021-03-13 08:00:00,2,72,13,5,8,2000.0
2021-03-13 09:00:00,2,72,13,5,9,2130.0
2021-03-13 10:00:00,2,72,13,5,10,1920.0
2021-03-13 11:00:00,2,72,13,5,11,2050.0
2021-03-13 12:00:00,2,72,13,5,12,2080.0
2021-03-13 13:00:00,2,72,13,5,13,2080.0
2021-03-13 14:00:00,2,72,13,5,14,1940.0
2021-03-13 15:00:00,2,72,13,5,15,2000.0
2021-03-13 16:00:00,2,72,13,5,16,2000.0
2021-03-13 17:00:00,2,72,13,5,17,1940.0
2021-03-13 18:00:00,2,72,13,5,18,1980.0
2021-03-13 19:00:00,2,72,13,5,19,2840.0
2021-03-13 20:00:00,2,72,13,5,20,2840.0
2021-03-13 21:00:00,2,72,13,5,21,2740.0
2021-03-13 22:00:00,2,72,13,5,22,2390.0
2021-03-13 23:00:00,2,72,13,5,23,1740.0
2021-03-14 00:00:00,2,73,14,6,0,1890.0
2021-03-14 01:00:00,2,73,14,6,1,2010.0
2021-03-14 03:00:00,2,73,14,6,3,1800.0
2021-03-14 03:00:00,2,73,14,6,3,1920.0
2021-03-14 04:00:00,2,73,14,6,4,1390.0
2021-03-14 05:00:00,2,73,14,6,5,1720.0
2021-03-14 06:00:00,2,73,14,6,6,1520.0
2021-03-14 07:00:00,2,73,14,6,7,1640.0
2021-03-14 08:00:00,2,73,14,6,8,1880.0
2021-03-14 09:00:00,2,73,14,6,9,2180.0
2021-03-14 10:00:00,2,73,14,6,10,2340.0
2021-03-14 11:00:00,2,73,14,6,11,2490.0
2021-03-14 12:00:00,2,73,14,6,12,2200.0
2021-03-14 13:00:00,2,73,14,6,13,2400.0
2021-03-14 14:00:00,2,73,14,6,14,2300.0
2021-03-14 15:00:00,2,73,14,6,15,1950.0
2021-03-14 16:00:00,2,73,14,6,16,1990.0
2021-03-14 17:00:00,2,73,14,6,17,2110.0
2021-03-14 18:00:00,2,73,14,6,18,2210.0
2021-03-14 19:00:00,2,73,14,6,19,2470.0
2021-03-14 20:00:00,2,73,14,6,20,2710.0
2021-03-14 21:00:00,2,73,14,6,21,2370.0
2021-03-14 22:00:00,2,73,14,6,22,2030.0
2021-03-14 23:00:00,2,73,14,6,23,1950.0
2021-03-15 00:00:00,2,74,15,0,0,1970.0
2021-03-15 01:00:00,2,74,15,0,1,1990.0
2021-03-15 02:00:00,2,74,15,0,2,1930.0
2021-03-15 03:00:00,2,74,15,0,3,1730.0
2021-03-15 04:00:00,2,74,15,0,4,1460.0
2021-03-15 05:00:00,2,74,15,0,5,1530.0
2021-03-15 06:00:00,2,74,15,0,6,1700.0
2021-03-15 07:00:00,2,74,15,0,7,1830.0
2021-03-15 08:00:00,2,74,15,0,8,2140.0
2021-03-15 09:00:00,2,74,15,0,9,2100.0
2021-03-15 10:00:00,2,74,15,0,10,2350.0
2021-03-15 11:00:00,2,74,15,0,11,2060.0
2021-03-15 12:00:00,2,74,15,0,12,2020.0
2021-03-15 13:00:00,2,74,15,0,13,2080.0
2021-03-15 14:00:00,2,74,15,0,14,1980.0
2021-03-15 15:00:00,2,74,15,0,15,1920.0
2021-03-15 16:00:00,2,74,15,0,16,1950.0
2021-03-15 17:00:00,2,74,15,0,17,2010.0
2021-03-15 18:00:00,2,74,15,0,18,2390.0
2021-03-15 19:00:00,2,74,15,0,19,2440.0
2021-03-15 20:00:00,2,74,15,0,20,1960.0
2021-03-15 21:00:00,2,74,15,0,21,2190.0
2021-03-15 22:00:00,2,74,15,0,22,1990.0
2021-03-15 23:00:00,2,74,15,0,23,1910.0
2021-03-16 00:00:00,2,75,16,1,0,1940.0
2021-03-16 01:00:00,2,75,16,1,1,2010.0
2021-03-16 02:00:00,2,75,16,1,2,1940.0
2021-03-16 03:00:00,2,75,16,1,3,1810.0
2021-03-16 04:00:00,2,75,16,1,4,1460.0
2021-03-16 05:00:00,2,75,16,1,5,1700.0
2021-03-16 06:00:00,2,75,16,1,6,1770.0
2021-03-16 07:00:00,2,75,16,1,7,1770.0
2021-03-16 08:00:00,2,75,16,1,8,1980.0
2021-03-16 09:00:00,2,75,16,1,9,2530.0
2021-03-16 10:00:00,2,75,16,1,10,2290.0
2021-03-16 11:00:00,2,75,16,1,11,1850.0
2021-03-16 12:00:00,2,75,16,1,12,1890.0
2021-03-16 13:00:00,2,75,16,1,13,1990.0
2021-03-16 14:00:00,2,75,16,1,14,1880.0
2021-03-16 15:00:00,2,75,16,1,15,1890.0
2021-03-16 16:00:00,2,75,16,1,16,1930.0
2021-03-16 17:00:00,2,75,16,1,17,2100.0
2021-03-16 18:00:00,2,75,16,1,18,2500.0
2021-03-16 19:00:00,2,75,16,1,19,2390.0
2021-03-16 20:00:00,2,75,16,1,20,2040.0
2021-03-16 21:00:00,2,75,16,1,21,1840.0
2021-03-16 22:00:00,2,75,16,1,22,1910.0
2021-03-16 23:00:00,2,75,16,1,23,1990.0
2021-03-17 00:00:00,2,76,17,2,0,1880.0
2021-03-17 01:00:00,2,76,17,2,1,2040.0
2021-03-17 02:00:00,2,76,17,2,2,1900.0
2021-03-17 03:00:00,2,76,17,2,3,1820.0
2021-03-17 04:00:00,2,76,17,2,4,1490.0
2021-03-17 05:00:00,2,76,17,2,5,1670.0
2021-03-17 06:00:00,2,76,17,2,6,1790.0
2021-03-17 07:00:00,2,76,17,2,7,1930.0
2021-03-17 08:00:00,2,76,17,2,8,2020.0
2021-03-17 09:00:00,2,76,17,2,9,2090.0
2021-03-17 10:00:00,2,76,17,2,10,2140.0
2021-03-17 11:00:00,2,76,17,2,11,3030.0
2021-03-17 12:00:00,2,76,17,2,12,2360.0
2021-03-17 13:00:00,2,76,17,2,13,1950.0
2021-03-17 14:00:00,2,76,17,2,14,1920.0
2021-03-17 15:00:00,2,76,17,2,15,1640.0
2021-03-17 16:00:00,2,76,17,2,16,1210.0
2021-03-17 17:00:00,2,76,17,2,17,1160.0
2021-03-17 18:00:00,2,76,17,2,18,1610.0
2021-03-17 19:00:00,2,76,17,2,19,1520.0
2021-03-17 20:00:00,2,76,17,2,20,1130.0
2021-03-17 21:00:00,2,76,17,2,21,1110.0
2021-03-17 22:00:00,2,76,17,2,22,900.0
2021-03-17 23:00:00,2,76,17,2,23,960.0
2021-03-18 00:00:00,2,77,18,3,0,840.0
2021-03-18 01:00:00,2,77,18,3,1,980.0
2021-03-18 02:00:00,2,77,18,3,2,920.0
2021-03-18 03:00:00,2,77,18,3,3,910.0
2021-03-18 04:00:00,2,77,18,3,4,850.0
2021-03-18 05:00:00,2,77,18,3,5,850.0
2021-03-18 06:00:00,2,77,18,3,6,1090.0
2021-03-18 07:00:00,2,77,18,3,7,970.0
2021-03-18 08:00:00,2,77,18,3,8,1140.0
2021-03-18 09:00:00,2,77,18,3,9,1050.0
2021-03-18 10:00:00,2,77,18,3,10,1690.0
2021-03-18 11:00:00,2,77,18,3,11,1040.0
2021-03-18 12:00:00,2,77,18,3,12,930.0
2021-03-18 13:00:00,2,77,18,3,13,1070.0
2021-03-18 14:00:00,2,77,18,3,14,1070.0
2021-03-18 15:00:00,2,77,18,3,15,1030.0
2021-03-18 16:00:00,2,77,18,3,16,960.0
2021-03-18 17:00:00,2,77,18,3,17,1220.0
2021-03-18 18:00:00,2,77,18,3,18,1790.0
2021-03-18 19:00:00,2,77,18,3,19,1850.0
2021-03-18 20:00:00,2,77,18,3,20,1670.0
2021-03-18 21:00:00,2,77,18,3,21,1130.0
2021-03-18 22:00:00,2,77,18,3,22,1030.0
2021-03-18 23:00:00,2,77,18,3,23,980.0
2021-03-19 00:00:00,2,78,19,4,0,970.0
2021-03-19 01:00:00,2,78,19,4,1,1030.0
2021-03-19 02:00:00,2,78,19,4,2,990.0
2021-03-19 03:00:00,2,78,19,4,3,990.0
2021-03-19 04:00:00,2,78,19,4,4,970.0
2021-03-19 05:00:00,2,78,19,4,5,1210.0
2021-03-19 06:00:00,2,78,19,4,6,1630.0
2021-03-19 07:00:00,2,78,19,4,7,1360.0
2021-03-19 08:00:00,2,78,19,4,8,950.0
2021-03-19 09:00:00,2,78,19,4,9,930.0
2021-03-19 10:00:00,2,78,19,4,10,1090.0
2021-03-19 11:00:00,2,78,19,4,11,1110.0
2021-03-19 12:00:00,2,78,19,4,12,920.0
2021-03-19 13:00:00,2,78,19,4,13,1080.0
2021-03-19 14:00:00,2,78,19,4,14,1090.0
2021-03-19 15:00:00,2,78,19,4,15,1130.0
2021-03-19 16:00:00,2,78,19,4,16,1130.0
2021-03-19 17:00:00,2,78,19,4,17,1230.0
2021-03-19 18:00:00,2,78,19,4,18,1460.0
2021-03-19 19:00:00,2,78,19,4,19,1460.0
2021-03-19 20:00:00,2,78,19,4,20,1420.0
2021-03-19 21:00:00,2,78,19,4,21,1410.0
2021-03-19 22:00:00,2,78,19,4,22,950.0
2021-03-19 23:00:00,2,78,19,4,23,980.0
2021-03-20 00:00:00,2,79,20,5,0,920.0
2021-03-20 01:00:00,2,79,20,5,1,1060.0
2021-03-20 02:00:00,2,79,20,5,2,950.0
2021-03-20 03:00:00,2,79,20,5,3,990.0
2021-03-20 04:00:00,2,79,20,5,4,900.0
2021-03-20 05:00:00,2,79,20,5,5,900.0
2021-03-20 06:00:00,2,79,20,5,6,960.0
2021-03-20 07:00:00,2,79,20,5,7,940.0
2021-03-20 08:00:00,2,79,20,5,8,1150.0
2021-03-20 09:00:00,2,79,20,5,9,1100.0
2021-03-20 10:00:00,2,79,20,5,10,1140.0
2021-03-20 11:00:00,2,79,20,5,11,1310.0
2021-03-20 12:00:00,2,79,20,5,12,940.0
2021-03-20 13:00:00,2,79,20,5,13,1140.0
2021-03-20 14:00:00,2,79,20,5,14,920.0
2021-03-20 15:00:00,2,79,20,5,15,890.0
2021-03-20 16:00:00,2,79,20,5,16,910.0
2021-03-20 17:00:00,2,79,20,5,17,1040.0
2021-03-20 18:00:00,2,79,20,5,18,1290.0
2021-03-20 19:00:00,2,79,20,5,19,1430.0
2021-03-20 20:00:00,2,79,20,5,20,1460.0
2021-03-20 21:00:00,2,79,20,5,21,1010.0
2021-03-20 22:00:00,2,79,20,5,22,970.0
2021-03-20 23:00:00,2,79,20,5,23,900.0
2021-03-21 00:00:00,2,80,21,6,0,850.0
2021-03-21 01:00:00,2,80,21,6,1,1050.0
2021-03-21 02:00:00,2,80,21,6,2,940.0
2021-03-21 03:00:00,2,80,21,6,3,960.0
2021-03-21 04:00:00,2,80,21,6,4,910.0
2021-03-21 05:00:00,2,80,21,6,5,890.0
2021-03-21 06:00:00,2,80,21,6,6,970.0
2021-03-21 07:00:00,2,80,21,6,7,1200.0
2021-03-21 08:00:00,2,80,21,6,8,1110.0
2021-03-21 09:00:00,2,80,21,6,9,1050.0
2021-03-21 10:00:00,2,80,21,6,10,1380.0
2021-03-21 11:00:00,2,80,21,6,11,1460.0
2021-03-21 12:00:00,2,80,21,6,12,1050.0
2021-03-21 13:00:00,2,80,21,6,13,1010.0
2021-03-21 14:00:00,2,80,21,6,14,1220.0
2021-03-21 15:00:00,2,80,21,6,15,950.0
2021-03-21 16:00:00,2,80,21,6,16,1240.0
2021-03-21 17:00:00,2,80,21,6,17,1380.0
