Datetime,Temprature,day_of_year,day_of_month,day_of_week,hour,kWh
2021-04-21 07:00:00,2,111,21,2,7,570
2021-04-21 08:00:00,2,111,21,2,8,720
2021-04-21 09:00:00,2,111,21,2,9,1120
2021-04-21 10:00:00,2,111,21,2,10,890
2021-04-21 11:00:00,2,111,21,2,11,900
2021-04-21 12:00:00,2,111,21,2,12,850
2021-04-21 13:00:00,2,111,21,2,13,750
2021-04-21 14:00:00,2,111,21,2,14,790
2021-04-21 15:00:00,2,111,21,2,15,760
2021-04-21 16:00:00,2,111,21,2,16,1080
2021-04-21 17:00:00,2,111,21,2,17,590
2021-04-21 18:00:00,2,111,21,2,18,760
2021-04-21 19:00:00,2,111,21,2,19,750
2021-04-21 20:00:00,2,111,21,2,20,800
2021-04-21 21:00:00,2,111,21,2,21,610
2021-04-21 22:00:00,2,111,21,2,22,560
2021-04-21 23:00:00,2,111,21,2,23,560
2021-04-22 00:00:00,2,112,22,3,0,520
2021-04-22 01:00:00,2,112,22,3,1,520
2021-04-22 02:00:00,2,112,22,3,2,510
2021-04-22 03:00:00,2,112,22,3,3,520
2021-04-22 04:00:00,2,112,22,3,4,510
2021-04-22 05:00:00,2,112,22,3,5,720
2021-04-22 06:00:00,2,112,22,3,6,570
2021-04-22 07:00:00,2,112,22,3,7,710
2021-04-22 08:00:00,2,112,22,3,8,590
2021-04-22 09:00:00,2,112,22,3,9,710
2021-04-22 10:00:00,2,112,22,3,10,910
2021-04-22 11:00:00,2,112,22,3,11,650
2021-04-22 12:00:00,2,112,22,3,12,670
2021-04-22 13:00:00,2,112,22,3,13,880
2021-04-22 14:00:00,2,112,22,3,14,1320
2021-04-22 15:00:00,2,112,22,3,15,620
2021-04-22 16:00:00,2,112,22,3,16,530
2021-04-22 17:00:00,2,112,22,3,17,790
2021-04-22 18:00:00,2,112,22,3,18,600
2021-04-22 19:00:00,2,112,22,3,19,760
2021-04-22 20:00:00,2,112,22,3,20,610
2021-04-22 21:00:00,2,112,22,3,21,790
2021-04-22 22:00:00,2,112,22,3,22,550
2021-04-22 23:00:00,2,112,22,3,23,480
2021-04-23 00:00:00,2,113,23,4,0,470
2021-04-23 01:00:00,2,113,23,4,1,460
2021-04-23 02:00:00,2,113,23,4,2,490
2021-04-23 03:00:00,2,113,23,4,3,470
2021-04-23 04:00:00,2,113,23,4,4,470
2021-04-23 05:00:00,2,113,23,4,5,780
2021-04-23 06:00:00,2,113,23,4,6,580
2021-04-23 07:00:00,2,113,23,4,7,590
2021-04-23 08:00:00,2,113,23,4,8,500
2021-04-23 09:00:00,2,113,23,4,9,670
2021-04-23 10:00:00,2,113,23,4,10,730
2021-04-23 11:00:00,2,113,23,4,11,510
2021-04-23 12:00:00,2,113,23,4,12,440
2021-04-23 13:00:00,2,113,23,4,13,520
2021-04-23 14:00:00,2,113,23,4,14,520
2021-04-23 15:00:00,2,113,23,4,15,470
2021-04-23 16:00:00,2,113,23,4,16,480
2021-04-23 17:00:00,2,113,23,4,17,2310
2021-04-23 18:00:00,2,113,23,4,18,610
2021-04-23 19:00:00,2,113,23,4,19,640
2021-04-23 20:00:00,2,113,23,4,20,620
2021-04-23 21:00:00,2,113,23,4,21,660
2021-04-23 22:00:00,2,113,23,4,22,530
2021-04-23 23:00:00,2,113,23,4,23,530
2021-04-24 00:00:00,2,114,24,5,0,470
2021-04-24 01:00:00,2,114,24,5,1,460
2021-04-24 02:00:00,2,114,24,5,2,500
2021-04-24 03:00:00,2,114,24,5,3,470
2021-04-24 04:00:00,2,114,24,5,4,480
2021-04-24 05:00:00,2,114,24,5,5,780
2021-04-24 06:00:00,2,114,24,5,6,1050
2021-04-24 07:00:00,2,114,24,5,7,910
2021-04-24 08:00:00,2,114,24,5,8,660
2021-04-24 09:00:00,2,114,24,5,9,580
2021-04-24 10:00:00,2,114,24,5,10,510
2021-04-24 11:00:00,2,114,24,5,11,480
2021-04-24 12:00:00,2,114,24,5,12,600
2021-04-24 13:00:00,2,114,24,5,13,700
2021-04-24 14:00:00,2,114,24,5,14,520
2021-04-24 15:00:00,2,114,24,5,15,430
2021-04-24 16:00:00,2,114,24,5,16,990
2021-04-24 17:00:00,2,114,24,5,17,690
2021-04-24 18:00:00,2,114,24,5,18,700
2021-04-24 19:00:00,2,114,24,5,19,800
2021-04-24 20:00:00,2,114,24,5,20,840
2021-04-24 21:00:00,2,114,24,5,21,820
2021-04-24 22:00:00,2,114,24,5,22,630
2021-04-24 23:00:00,2,114,24,5,23,530
2021-04-25 00:00:00,2,115,25,6,0,440
2021-04-25 01:00:00,2,115,25,6,1,460
2021-04-25 02:00:00,2,115,25,6,2,440
2021-04-25 03:00:00,2,115,25,6,3,430
2021-04-25 04:00:00,2,115,25,6,4,460
2021-04-25 05:00:00,2,115,25,6,5,430
2021-04-25 06:00:00,2,115,25,6,6,390
2021-04-25 07:00:00,2,115,25,6,7,610
2021-04-25 08:00:00,2,115,25,6,8,770
2021-04-25 09:00:00,2,115,25,6,9,840
2021-04-25 10:00:00,2,115,25,6,10,750
2021-04-25 11:00:00,2,115,25,6,11,830
2021-04-25 12:00:00,2,115,25,6,12,640
2021-04-25 13:00:00,2,115,25,6,13,620
2021-04-25 14:00:00,2,115,25,6,14,660
2021-04-25 15:00:00,2,115,25,6,15,730
2021-04-25 16:00:00,2,115,25,6,16,840
2021-04-25 17:00:00,2,115,25,6,17,720
2021-04-25 18:00:00,2,115,25,6,18,560
2021-04-25 19:00:00,2,115,25,6,19,620
2021-04-25 20:00:00,2,115,25,6,20,730
2021-04-25 21:00:00,2,115,25,6,21,670
2021-04-25 22:00:00,2,115,25,6,22,540
2021-04-25 23:00:00,2,115,25,6,23,480
2021-04-26 00:00:00,2,116,26,0,0,470
2021-04-26 01:00:00,2,116,26,0,1,460
2021-04-26 02:00:00,2,116,26,0,2,400
2021-04-26 03:00:00,2,116,26,0,3,440
2021-04-26 04:00:00,2,116,26,0,4,470
2021-04-26 05:00:00,2,116,26,0,5,850
2021-04-26 06:00:00,2,116,26,0,6,570
2021-04-26 07:00:00,2,116,26,0,7,710
2021-04-26 08:00:00,2,116,26,0,8,810
2021-04-26 09:00:00,2,116,26,0,9,730
2021-04-26 10:00:00,2,116,26,0,10,760
2021-04-26 11:00:00,2,116,26,0,11,730
2021-04-26 12:00:00,2,116,26,0,12,890
2021-04-26 13:00:00,2,116,26,0,13,650
2021-04-26 14:00:00,2,116,26,0,14,800
2021-04-26 15:00:00,2,116,26,0,15,810
2021-04-26 16:00:00,2,116,26,0,16,750
2021-04-26 17:00:00,2,116,26,0,17,630
2021-04-26 18:00:00,2,116,26,0,18,770
2021-04-26 19:00:00,2,116,26,0,19,730
2021-04-26 20:00:00,2,116,26,0,20,670
2021-04-26 21:00:00,2,116,26,0,21,820
2021-04-26 22:00:00,2,116,26,0,22,1160
2021-04-26 23:00:00,2,116,26,0,23,990
2021-04-27 00:00:00,2,117,27,1,0,1690
2021-04-27 01:00:00,2,117,27,1,1,2030
2021-04-27 02:00:00,2,117,27,1,2,2060
2021-04-27 03:00:00,2,117,27,1,3,2090
2021-04-27 04:00:00,2,117,27,1,4,880
2021-04-27 05:00:00,2,117,27,1,5,700
2021-04-27 06:00:00,2,117,27,1,6,400
2021-04-27 07:00:00,2,117,27,1,7,580
2021-04-27 08:00:00,2,117,27,1,8,620
2021-04-27 09:00:00,2,117,27,1,9,920
2021-04-27 10:00:00,2,117,27,1,10,490
2021-04-27 11:00:00,2,117,27,1,11,570
2021-04-27 12:00:00,2,117,27,1,12,560
2021-04-27 13:00:00,2,117,27,1,13,530
2021-04-27 14:00:00,2,117,27,1,14,630
2021-04-27 15:00:00,2,117,27,1,15,420
2021-04-27 16:00:00,2,117,27,1,16,1990
2021-04-27 17:00:00,2,117,27,1,17,830
2021-04-27 18:00:00,2,117,27,1,18,590
2021-04-27 19:00:00,2,117,27,1,19,600
2021-04-27 20:00:00,2,117,27,1,20,690
2021-04-27 21:00:00,2,117,27,1,21,660
2021-04-27 22:00:00,2,117,27,1,22,550
2021-04-27 23:00:00,2,117,27,1,23,630
2021-04-28 00:00:00,2,118,28,2,0,470
2021-04-28 01:00:00,2,118,28,2,1,480
2021-04-28 02:00:00,2,118,28,2,2,480
2021-04-28 03:00:00,2,118,28,2,3,430
2021-04-28 04:00:00,2,118,28,2,4,420
2021-04-28 05:00:00,2,118,28,2,5,460
2021-04-28 06:00:00,2,118,28,2,6,450
2021-04-28 07:00:00,2,118,28,2,7,450
2021-04-28 08:00:00,2,118,28,2,8,510
2021-04-28 09:00:00,2,118,28,2,9,620
2021-04-28 10:00:00,2,118,28,2,10,570
2021-04-28 11:00:00,2,118,28,2,11,560
2021-04-28 12:00:00,2,118,28,2,12,550
2021-04-28 13:00:00,2,118,28,2,13,530
2021-04-28 14:00:00,2,118,28,2,14,520
2021-04-28 15:00:00,2,118,28,2,15,1500
2021-04-28 16:00:00,2,118,28,2,16,1650
2021-04-28 17:00:00,2,118,28,2,17,700
2021-04-28 18:00:00,2,118,28,2,18,640
2021-04-28 19:00:00,2,118,28,2,19,620
2021-04-28 20:00:00,2,118,28,2,20,650
2021-04-28 21:00:00,2,118,28,2,21,690
2021-04-28 22:00:00,2,118,28,2,22,630
2021-04-28 23:00:00,2,118,28,2,23,630
2021-04-29 00:00:00,2,119,29,3,0,590
2021-04-29 01:00:00,2,119,29,3,1,440
2021-04-29 02:00:00,2,119,29,3,2,450
2021-04-29 03:00:00,2,119,29,3,3,480
2021-04-29 04:00:00,2,119,29,3,4,460
2021-04-29 05:00:00,2,119,29,3,5,460
2021-04-29 06:00:00,2,119,29,3,6,480
2021-04-29 07:00:00,2,119,29,3,7,490
2021-04-29 08:00:00,2,119,29,3,8,670
2021-04-29 09:00:00,2,119,29,3,9,820
2021-04-29 10:00:00,2,119,29,3,10,820
2021-04-29 11:00:00,2,119,29,3,11,1440
2021-04-29 12:00:00,2,119,29,3,12,1570
2021-04-29 13:00:00,2,119,29,3,13,1380
2021-04-29 14:00:00,2,119,29,3,14,870
2021-04-29 15:00:00,2,119,29,3,15,1110
2021-04-29 16:00:00,2,119,29,3,16,1320
2021-04-29 17:00:00,2,119,29,3,17,560
2021-04-29 18:00:00,2,119,29,3,18,570
2021-04-29 19:00:00,2,119,29,3,19,600
2021-04-29 20:00:00,2,119,29,3,20,630
2021-04-29 21:00:00,2,119,29,3,21,660
2021-04-29 22:00:00,2,119,29,3,22,530
2021-04-29 23:00:00,2,119,29,3,23,520
2021-04-30 00:00:00,2,120,30,4,0,610
2021-04-30 01:00:00,2,120,30,4,1,480
2021-04-30 02:00:00,2,120,30,4,2,460
2021-04-30 03:00:00,2,120,30,4,3,450
2021-04-30 04:00:00,2,120,30,4,4,440
2021-04-30 05:00:00,2,120,30,4,5,580
2021-04-30 06:00:00,2,120,30,4,6,410
2021-04-30 07:00:00,2,120,30,4,7,460
2021-04-30 08:00:00,2,120,30,4,8,660
2021-04-30 09:00:00,2,120,30,4,9,750
2021-04-30 10:00:00,2,120,30,4,10,690
2021-04-30 11:00:00,2,120,30,4,11,580
2021-04-30 12:00:00,2,120,30,4,12,500
2021-04-30 13:00:00,2,120,30,4,13,490
2021-04-30 14:00:00,2,120,30,4,14,460
2021-04-30 15:00:00,2,120,30,4,15,750
2021-04-30 16:00:00,2,120,30,4,16,2210
2021-04-30 17:00:00,2,120,30,4,17,630
2021-04-30 18:00:00,2,120,30,4,18,680
2021-04-30 19:00:00,2,120,30,4,19,720
2021-04-30 20:00:00,2,120,30,4,20,620
2021-04-30 21:00:00,2,120,30,4,21,630
2021-04-30 22:00:00,2,120,30,4,22,620
2021-04-30 23:00:00,2,120,30,4,23,620
2021-05-01 00:00:00,2,121,1,5,0,500
2021-05-01 01:00:00,2,121,1,5,1,450
2021-05-01 02:00:00,2,121,1,5,2,430
2021-05-01 03:00:00,2,121,1,5,3,1060
2021-05-01 04:00:00,2,121,1,5,4,1900
2021-05-01 05:00:00,2,121,1,5,5,480
2021-05-01 06:00:00,2,121,1,5,6,790
2021-05-01 07:00:00,2,121,1,5,7,590
2021-05-01 08:00:00,2,121,1,5,8,460
2021-05-01 09:00:00,2,121,1,5,9,760
2021-05-01 10:00:00,2,121,1,5,10,540
2021-05-01 11:00:00,2,121,1,5,11,490
2021-05-01 12:00:00,2,121,1,5,12,480
2021-05-01 13:00:00,2,121,1,5,13,520
2021-05-01 14:00:00,2,121,1,5,14,580
2021-05-01 15:00:00,2,121,1,5,15,690
2021-05-01 16:00:00,2,121,1,5,16,1820
2021-05-01 17:00:00,2,121,1,5,17,610
2021-05-01 18:00:00,2,121,1,5,18,1300
2021-05-01 19:00:00,2,121,1,5,19,1080
2021-05-01 20:00:00,2,121,1,5,20,660
2021-05-01 21:00:00,2,121,1,5,21,680
2021-05-01 22:00:00,2,121,1,5,22,550
2021-05-01 23:00:00,2,121,1,5,23,520
2021-05-02 00:00:00,2,122,2,6,0,1770
2021-05-02 01:00:00,2,122,2,6,1,2070
2021-05-02 02:00:00,2,122,2,6,2,2090
2021-05-02 03:00:00,2,122,2,6,3,1700
2021-05-02 04:00:00,2,122,2,6,4,450
2021-05-02 05:00:00,2,122,2,6,5,610
2021-05-02 06:00:00,2,122,2,6,6,440
2021-05-02 07:00:00,2,122,2,6,7,460
2021-05-02 08:00:00,2,122,2,6,8,440
2021-05-02 09:00:00,2,122,2,6,9,920
2021-05-02 10:00:00,2,122,2,6,10,520
2021-05-02 11:00:00,2,122,2,6,11,450
2021-05-02 12:00:00,2,122,2,6,12,480
2021-05-02 13:00:00,2,122,2,6,13,410
2021-05-02 14:00:00,2,122,2,6,14,450
2021-05-02 15:00:00,2,122,2,6,15,440
2021-05-02 16:00:00,2,122,2,6,16,560
2021-05-02 17:00:00,2,122,2,6,17,1660
2021-05-02 18:00:00,2,122,2,6,18,600
2021-05-02 19:00:00,2,122,2,6,19,580
2021-05-02 20:00:00,2,122,2,6,20,660
2021-05-02 21:00:00,2,122,2,6,21,670
2021-05-02 22:00:00,2,122,2,6,22,540
2021-05-02 23:00:00,2,122,2,6,23,470
2021-05-03 00:00:00,2,123,3,0,0,480
2021-05-03 01:00:00,2,123,3,0,1,440
2021-05-03 02:00:00,2,123,3,0,2,450
2021-05-03 03:00:00,2,123,3,0,3,470
2021-05-03 04:00:00,2,123,3,0,4,460
2021-05-03 05:00:00,2,123,3,0,5,460
2021-05-03 06:00:00,2,123,3,0,6,440
2021-05-03 07:00:00,2,123,3,0,7,580
2021-05-03 08:00:00,2,123,3,0,8,560
2021-05-03 09:00:00,2,123,3,0,9,870
2021-05-03 10:00:00,2,123,3,0,10,700
2021-05-03 11:00:00,2,123,3,0,11,470
2021-05-03 12:00:00,2,123,3,0,12,560
2021-05-03 13:00:00,2,123,3,0,13,640
2021-05-03 14:00:00,2,123,3,0,14,660
2021-05-03 15:00:00,2,123,3,0,15,680
2021-05-03 16:00:00,2,123,3,0,16,740
2021-05-03 17:00:00,2,123,3,0,17,770
2021-05-03 18:00:00,2,123,3,0,18,690
2021-05-03 19:00:00,2,123,3,0,19,910
2021-05-03 20:00:00,2,123,3,0,20,640
2021-05-03 21:00:00,2,123,3,0,21,680
2021-05-03 22:00:00,2,123,3,0,22,530
2021-05-03 23:00:00,2,123,3,0,23,500
2021-05-04 00:00:00,2,124,4,1,0,500
2021-05-04 01:00:00,2,124,4,1,1,450
2021-05-04 02:00:00,2,124,4,1,2,430
2021-05-04 03:00:00,2,124,4,1,3,1380
2021-05-04 04:00:00,2,124,4,1,4,1460
2021-05-04 05:00:00,2,124,4,1,5,480
2021-05-04 06:00:00,2,124,4,1,6,550
2021-05-04 07:00:00,2,124,4,1,7,460
2021-05-04 08:00:00,2,124,4,1,8,480
2021-05-04 09:00:00,2,124,4,1,9,900
2021-05-04 10:00:00,2,124,4,1,10,1110
2021-05-04 11:00:00,2,124,4,1,11,1420
2021-05-04 12:00:00,2,124,4,1,12,1530
2021-05-04 13:00:00,2,124,4,1,13,780
2021-05-04 14:00:00,2,124,4,1,14,620
2021-05-04 15:00:00,2,124,4,1,15,930
2021-05-04 16:00:00,2,124,4,1,16,1670
2021-05-04 17:00:00,2,124,4,1,17,660
2021-05-04 18:00:00,2,124,4,1,18,580
2021-05-04 19:00:00,2,124,4,1,19,620
2021-05-04 20:00:00,2,124,4,1,20,690
2021-05-04 21:00:00,2,124,4,1,21,640
2021-05-04 22:00:00,2,124,4,1,22,510
2021-05-04 23:00:00,2,124,4,1,23,560
2021-05-05 00:00:00,2,125,5,2,0,470
2021-05-05 01:00:00,2,125,5,2,1,470
2021-05-05 02:00:00,2,125,5,2,2,500
2021-05-05 03:00:00,2,125,5,2,3,450
2021-05-05 04:00:00,2,125,5,2,4,440
2021-05-05 05:00:00,2,125,5,2,5,440
2021-05-05 06:00:00,2,125,5,2,6,500
2021-05-05 07:00:00,2,125,5,2,7,440
2021-05-05 08:00:00,2,125,5,2,8,470
2021-05-05 09:00:00,2,125,5,2,9,780
2021-05-05 10:00:00,2,125,5,2,10,760
2021-05-05 11:00:00,2,125,5,2,11,530
2021-05-05 12:00:00,2,125,5,2,12,580
2021-05-05 13:00:00,2,125,5,2,13,680
2021-05-05 14:00:00,2,125,5,2,14,790
2021-05-05 15:00:00,2,125,5,2,15,790
2021-05-05 16:00:00,2,125,5,2,16,820
2021-05-05 17:00:00,2,125,5,2,17,630
2021-05-05 18:00:00,2,125,5,2,18,620
2021-05-05 19:00:00,2,125,5,2,19,610
2021-05-05 20:00:00,2,125,5,2,20,670
2021-05-05 21:00:00,2,125,5,2,21,660
2021-05-05 22:00:00,2,125,5,2,22,480
2021-05-05 23:00:00,2,125,5,2,23,470
2021-05-06 00:00:00,2,126,6,3,0,480
2021-05-06 01:00:00,2,126,6,3,1,490
2021-05-06 02:00:00,2,126,6,3,2,420
2021-05-06 03:00:00,2,126,6,3,3,420
2021-05-06 04:00:00,2,126,6,3,4,450
2021-05-06 05:00:00,2,126,6,3,5,440
2021-05-06 06:00:00,2,126,6,3,6,440
2021-05-06 07:00:00,2,126,6,3,7,450
2021-05-06 08:00:00,2,126,6,3,8,940
2021-05-06 09:00:00,2,126,6,3,9,830
2021-05-06 10:00:00,2,126,6,3,10,710
2021-05-06 11:00:00,2,126,6,3,11,530
2021-05-06 12:00:00,2,126,6,3,12,500
2021-05-06 13:00:00,2,126,6,3,13,460
2021-05-06 14:00:00,2,126,6,3,14,430
2021-05-06 15:00:00,2,126,6,3,15,730
2021-05-06 16:00:00,2,126,6,3,16,660
2021-05-06 17:00:00,2,126,6,3,17,740
2021-05-06 18:00:00,2,126,6,3,18,670
2021-05-06 19:00:00,2,126,6,3,19,1320
2021-05-06 20:00:00,2,126,6,3,20,1080
2021-05-06 21:00:00,2,126,6,3,21,730
2021-05-06 22:00:00,2,126,6,3,22,570
2021-05-06 23:00:00,2,126,6,3,23,460
2021-05-07 00:00:00,2,127,7,4,0,1670
2021-05-07 01:00:00,2,127,7,4,1,2060
2021-05-07 02:00:00,2,127,7,4,2,2040
2021-05-07 03:00:00,2,127,7,4,3,2020
2021-05-07 04:00:00,2,127,7,4,4,590
2021-05-07 05:00:00,2,127,7,4,5,430
2021-05-07 06:00:00,2,127,7,4,6,460
2021-05-07 07:00:00,2,127,7,4,7,750
2021-05-07 08:00:00,2,127,7,4,8,650
2021-05-07 09:00:00,2,127,7,4,9,750
2021-05-07 10:00:00,2,127,7,4,10,700
2021-05-07 11:00:00,2,127,7,4,11,510
2021-05-07 12:00:00,2,127,7,4,12,450
2021-05-07 13:00:00,2,127,7,4,13,530
2021-05-07 14:00:00,2,127,7,4,14,660
2021-05-07 15:00:00,2,127,7,4,15,790
2021-05-07 16:00:00,2,127,7,4,16,2380
2021-05-07 17:00:00,2,127,7,4,17,610
2021-05-07 18:00:00,2,127,7,4,18,620
2021-05-07 19:00:00,2,127,7,4,19,700
2021-05-07 20:00:00,2,127,7,4,20,670
2021-05-07 21:00:00,2,127,7,4,21,620
2021-05-07 22:00:00,2,127,7,4,22,500
2021-05-07 23:00:00,2,127,7,4,23,520
2021-05-08 00:00:00,2,128,8,5,0,470
2021-05-08 01:00:00,2,128,8,5,1,640
2021-05-08 02:00:00,2,128,8,5,2,610
2021-05-08 03:00:00,2,128,8,5,3,640
2021-05-08 04:00:00,2,128,8,5,4,670
2021-05-08 05:00:00,2,128,8,5,5,490
2021-05-08 06:00:00,2,128,8,5,6,450
2021-05-08 07:00:00,2,128,8,5,7,430
2021-05-08 08:00:00,2,128,8,5,8,730
2021-05-08 09:00:00,2,128,8,5,9,560
2021-05-08 10:00:00,2,128,8,5,10,550
2021-05-08 11:00:00,2,128,8,5,11,610
2021-05-08 12:00:00,2,128,8,5,12,470
2021-05-08 13:00:00,2,128,8,5,13,510
2021-05-08 14:00:00,2,128,8,5,14,660
2021-05-08 15:00:00,2,128,8,5,15,1440
2021-05-08 16:00:00,2,128,8,5,16,1990
2021-05-08 17:00:00,2,128,8,5,17,760
2021-05-08 18:00:00,2,128,8,5,18,620
2021-05-08 19:00:00,2,128,8,5,19,580
2021-05-08 20:00:00,2,128,8,5,20,910
2021-05-08 21:00:00,2,128,8,5,21,1340
2021-05-08 22:00:00,2,128,8,5,22,870
2021-05-08 23:00:00,2,128,8,5,23,450
2021-05-09 00:00:00,2,129,9,6,0,610
2021-05-09 01:00:00,2,129,9,6,1,480
2021-05-09 02:00:00,2,129,9,6,2,600
2021-05-09 03:00:00,2,129,9,6,3,430
2021-05-09 04:00:00,2,129,9,6,4,520
2021-05-09 05:00:00,2,129,9,6,5,490
2021-05-09 06:00:00,2,129,9,6,6,460
2021-05-09 07:00:00,2,129,9,6,7,610
2021-05-09 08:00:00,2,129,9,6,8,470
2021-05-09 09:00:00,2,129,9,6,9,560
2021-05-09 10:00:00,2,129,9,6,10,450
2021-05-09 11:00:00,2,129,9,6,11,460
2021-05-09 12:00:00,2,129,9,6,12,460
2021-05-09 13:00:00,2,129,9,6,13,480
2021-05-09 14:00:00,2,129,9,6,14,550
2021-05-09 15:00:00,2,129,9,6,15,930
2021-05-09 16:00:00,2,129,9,6,16,1000
2021-05-09 17:00:00,2,129,9,6,17,730
2021-05-09 18:00:00,2,129,9,6,18,650
2021-05-09 19:00:00,2,129,9,6,19,720
2021-05-09 20:00:00,2,129,9,6,20,690
2021-05-09 21:00:00,2,129,9,6,21,750
2021-05-09 22:00:00,2,129,9,6,22,860
2021-05-09 23:00:00,2,129,9,6,23,610
2021-05-10 00:00:00,2,130,10,0,0,530
2021-05-10 01:00:00,2,130,10,0,1,500
2021-05-10 02:00:00,2,130,10,0,2,550
2021-05-10 03:00:00,2,130,10,0,3,2130
2021-05-10 04:00:00,2,130,10,0,4,1710
2021-05-10 05:00:00,2,130,10,0,5,490
2021-05-10 06:00:00,2,130,10,0,6,460
2021-05-10 07:00:00,2,130,10,0,7,810
2021-05-10 08:00:00,2,130,10,0,8,800
2021-05-10 09:00:00,2,130,10,0,9,880
2021-05-10 10:00:00,2,130,10,0,10,790
2021-05-10 11:00:00,2,130,10,0,11,640
2021-05-10 12:00:00,2,130,10,0,12,570
2021-05-10 13:00:00,2,130,10,0,13,600
2021-05-10 14:00:00,2,130,10,0,14,700
2021-05-10 15:00:00,2,130,10,0,15,560
2021-05-10 16:00:00,2,130,10,0,16,1930
2021-05-10 17:00:00,2,130,10,0,17,820
2021-05-10 18:00:00,2,130,10,0,18,730
2021-05-10 19:00:00,2,130,10,0,19,710
2021-05-10 20:00:00,2,130,10,0,20,650
2021-05-10 21:00:00,2,130,10,0,21,650
2021-05-10 22:00:00,2,130,10,0,22,630
2021-05-10 23:00:00,2,130,10,0,23,480
2021-05-11 00:00:00,2,131,11,1,0,460
2021-05-11 01:00:00,2,131,11,1,1,510
2021-05-11 02:00:00,2,131,11,1,2,470
2021-05-11 03:00:00,2,131,11,1,3,480
2021-05-11 04:00:00,2,131,11,1,4,490
2021-05-11 05:00:00,2,131,11,1,5,420
2021-05-11 06:00:00,2,131,11,1,6,400
2021-05-11 07:00:00,2,131,11,1,7,760
2021-05-11 08:00:00,2,131,11,1,8,440
2021-05-11 09:00:00,2,131,11,1,9,850
2021-05-11 10:00:00,2,131,11,1,10,770
2021-05-11 11:00:00,2,131,11,1,11,1360
2021-05-11 12:00:00,2,131,11,1,12,1210
2021-05-11 13:00:00,2,131,11,1,13,790
2021-05-11 14:00:00,2,131,11,1,14,670
2021-05-11 15:00:00,2,131,11,1,15,600
2021-05-11 16:00:00,2,131,11,1,16,680
2021-05-11 17:00:00,2,131,11,1,17,600
2021-05-11 18:00:00,2,131,11,1,18,700
2021-05-11 19:00:00,2,131,11,1,19,640
2021-05-11 20:00:00,2,131,11,1,20,630
2021-05-11 21:00:00,2,131,11,1,21,640
2021-05-11 22:00:00,2,131,11,1,22,480
2021-05-11 23:00:00,2,131,11,1,23,610
2021-05-12 00:00:00,2,132,12,2,0,480
2021-05-12 01:00:00,2,132,12,2,1,570
2021-05-12 02:00:00,2,132,12,2,2,430
2021-05-12 03:00:00,2,132,12,2,3,450
2021-05-12 04:00:00,2,132,12,2,4,570
2021-05-12 05:00:00,2,132,12,2,5,430
2021-05-12 06:00:00,2,132,12,2,6,570
2021-05-12 07:00:00,2,132,12,2,7,610
2021-05-12 08:00:00,2,132,12,2,8,470
2021-05-12 09:00:00,2,132,12,2,9,870
2021-05-12 10:00:00,2,132,12,2,10,760
2021-05-12 11:00:00,2,132,12,2,11,530
2021-05-12 12:00:00,2,132,12,2,12,610
2021-05-12 13:00:00,2,132,12,2,13,690
2021-05-12 14:00:00,2,132,12,2,14,570
2021-05-12 15:00:00,2,132,12,2,15,660
2021-05-12 16:00:00,2,132,12,2,16,460
2021-05-12 17:00:00,2,132,12,2,17,540
2021-05-12 18:00:00,2,132,12,2,18,500
2021-05-12 19:00:00,2,132,12,2,19,540
2021-05-12 20:00:00,2,132,12,2,20,680
2021-05-12 21:00:00,2,132,12,2,21,650
2021-05-12 22:00:00,2,132,12,2,22,480
2021-05-12 23:00:00,2,132,12,2,23,490
2021-05-13 00:00:00,2,133,13,3,0,460
2021-05-13 01:00:00,2,133,13,3,1,450
2021-05-13 02:00:00,2,133,13,3,2,470
2021-05-13 03:00:00,2,133,13,3,3,430
2021-05-13 04:00:00,2,133,13,3,4,420
2021-05-13 05:00:00,2,133,13,3,5,440
2021-05-13 06:00:00,2,133,13,3,6,510
2021-05-13 07:00:00,2,133,13,3,7,620
2021-05-13 08:00:00,2,133,13,3,8,520
2021-05-13 09:00:00,2,133,13,3,9,770
2021-05-13 10:00:00,2,133,13,3,10,550
2021-05-13 11:00:00,2,133,13,3,11,560
2021-05-13 12:00:00,2,133,13,3,12,530
2021-05-13 13:00:00,2,133,13,3,13,610
2021-05-13 14:00:00,2,133,13,3,14,490
2021-05-13 15:00:00,2,133,13,3,15,530
2021-05-13 16:00:00,2,133,13,3,16,2060
2021-05-13 17:00:00,2,133,13,3,17,690
2021-05-13 18:00:00,2,133,13,3,18,550
2021-05-13 19:00:00,2,133,13,3,19,640
2021-05-13 20:00:00,2,133,13,3,20,1390
2021-05-13 21:00:00,2,133,13,3,21,1160
2021-05-13 22:00:00,2,133,13,3,22,580
2021-05-13 23:00:00,2,133,13,3,23,450
2021-05-14 00:00:00,2,134,14,4,0,490
2021-05-14 01:00:00,2,134,14,4,1,470
2021-05-14 02:00:00,2,134,14,4,2,460
2021-05-14 03:00:00,2,134,14,4,3,490
2021-05-14 04:00:00,2,134,14,4,4,430
2021-05-14 05:00:00,2,134,14,4,5,420
2021-05-14 06:00:00,2,134,14,4,6,450
2021-05-14 07:00:00,2,134,14,4,7,510
2021-05-14 08:00:00,2,134,14,4,8,1210
2021-05-14 09:00:00,2,134,14,4,9,520
2021-05-14 10:00:00,2,134,14,4,10,470
