Datetime,Temprature,day_of_year,day_of_month,day_of_week,hour,kWh
2021-03-29 04:00:00,2,88,29,0,4,1063
2021-03-29 05:00:00,2,88,29,0,5,810
2021-03-29 06:00:00,2,88,29,0,6,668
2021-03-29 07:00:00,2,88,29,0,7,614
2021-03-29 08:00:00,2,88,29,0,8,659
2021-03-29 09:00:00,2,88,29,0,9,781
2021-03-29 10:00:00,2,88,29,0,10,826
2021-03-29 11:00:00,2,88,29,0,11,738
2021-03-29 12:00:00,2,88,29,0,12,632
2021-03-29 13:00:00,2,88,29,0,13,608
2021-03-29 14:00:00,2,88,29,0,14,659
2021-03-29 15:00:00,2,88,29,0,15,666
2021-03-29 16:00:00,2,88,29,0,16,908
2021-03-29 17:00:00,2,88,29,0,17,721
2021-03-29 18:00:00,2,88,29,0,18,766
2021-03-29 19:00:00,2,88,29,0,19,745
2021-03-29 20:00:00,2,88,29,0,20,685
2021-03-29 21:00:00,2,88,29,0,21,608
2021-03-29 22:00:00,2,88,29,0,22,576
2021-03-29 23:00:00,2,88,29,0,23,513
2021-03-30 00:00:00,2,89,30,1,0,621
2021-03-30 01:00:00,2,89,30,1,1,998
2021-03-30 02:00:00,2,89,30,1,2,1016
2021-03-30 03:00:00,2,89,30,1,3,1212
2021-03-30 04:00:00,2,89,30,1,4,849
2021-03-30 05:00:00,2,89,30,1,5,725
2021-03-30 06:00:00,2,89,30,1,6,801
2021-03-30 07:00:00,2,89,30,1,7,614
2021-03-30 08:00:00,2,89,30,1,8,725
2021-03-30 09:00:00,2,89,30,1,9,646
2021-03-30 10:00:00,2,89,30,1,10,847
2021-03-30 11:00:00,2,89,30,1,11,705
2021-03-30 12:00:00,2,89,30,1,12,655
2021-03-30 13:00:00,2,89,30,1,13,750
2021-03-30 14:00:00,2,89,30,1,14,603
2021-03-30 15:00:00,2,89,30,1,15,660
2021-03-30 16:00:00,2,89,30,1,16,720
2021-03-30 17:00:00,2,89,30,1,17,560
2021-03-30 18:00:00,2,89,30,1,18,450
2021-03-30 19:00:00,2,89,30,1,19,640
2021-03-30 20:00:00,2,89,30,1,20,650
2021-03-30 21:00:00,2,89,30,1,21,650
2021-03-30 22:00:00,2,89,30,1,22,830
2021-03-30 23:00:00,2,89,30,1,23,1080
2021-03-31 00:00:00,2,90,31,2,0,690
2021-03-31 01:00:00,2,90,31,2,1,440
2021-03-31 02:00:00,2,90,31,2,2,460
2021-03-31 03:00:00,2,90,31,2,3,430
2021-03-31 04:00:00,2,90,31,2,4,420
2021-03-31 05:00:00,2,90,31,2,5,480
2021-03-31 06:00:00,2,90,31,2,6,520
2021-03-31 07:00:00,2,90,31,2,7,460
2021-03-31 08:00:00,2,90,31,2,8,600
2021-03-31 09:00:00,2,90,31,2,9,680
2021-03-31 10:00:00,2,90,31,2,10,780
2021-03-31 11:00:00,2,90,31,2,11,560
2021-03-31 12:00:00,2,90,31,2,12,480
2021-03-31 13:00:00,2,90,31,2,13,460
2021-03-31 14:00:00,2,90,31,2,14,480
2021-03-31 15:00:00,2,90,31,2,15,520
2021-03-31 16:00:00,2,90,31,2,16,2190
2021-03-31 17:00:00,2,90,31,2,17,630
2021-03-31 18:00:00,2,90,31,2,18,650
2021-03-31 19:00:00,2,90,31,2,19,670
2021-03-31 20:00:00,2,90,31,2,20,760
2021-03-31 21:00:00,2,90,31,2,21,660
2021-03-31 22:00:00,2,90,31,2,22,510
2021-03-31 23:00:00,2,90,31,2,23,510
2021-04-01 00:00:00,2,91,1,3,0,460
2021-04-01 01:00:00,2,91,1,3,1,420
2021-04-01 02:00:00,2,91,1,3,2,610
2021-04-01 03:00:00,2,91,1,3,3,2060
2021-04-01 04:00:00,2,91,1,3,4,1880
2021-04-01 05:00:00,2,91,1,3,5,870
2021-04-01 06:00:00,2,91,1,3,6,560
2021-04-01 07:00:00,2,91,1,3,7,580
2021-04-01 08:00:00,2,91,1,3,8,480
2021-04-01 09:00:00,2,91,1,3,9,820
2021-04-01 10:00:00,2,91,1,3,10,2200
2021-04-01 11:00:00,2,91,1,3,11,2290
2021-04-01 12:00:00,2,91,1,3,12,2200
2021-04-01 13:00:00,2,91,1,3,13,2000
2021-04-01 14:00:00,2,91,1,3,14,590
2021-04-01 15:00:00,2,91,1,3,15,680
2021-04-01 16:00:00,2,91,1,3,16,520
2021-04-01 17:00:00,2,91,1,3,17,600
2021-04-01 18:00:00,2,91,1,3,18,880
2021-04-01 19:00:00,2,91,1,3,19,750
2021-04-01 20:00:00,2,91,1,3,20,900
2021-04-01 21:00:00,2,91,1,3,21,700
2021-04-01 22:00:00,2,91,1,3,22,500
2021-04-01 23:00:00,2,91,1,3,23,450
2021-04-02 00:00:00,2,92,2,4,0,460
2021-04-02 01:00:00,2,92,2,4,1,440
2021-04-02 02:00:00,2,92,2,4,2,400
2021-04-02 03:00:00,2,92,2,4,3,440
2021-04-02 04:00:00,2,92,2,4,4,480
2021-04-02 05:00:00,2,92,2,4,5,930
2021-04-02 06:00:00,2,92,2,4,6,600
2021-04-02 07:00:00,2,92,2,4,7,660
2021-04-02 08:00:00,2,92,2,4,8,500
2021-04-02 09:00:00,2,92,2,4,9,710
2021-04-02 10:00:00,2,92,2,4,10,620
2021-04-02 11:00:00,2,92,2,4,11,930
2021-04-02 12:00:00,2,92,2,4,12,1170
2021-04-02 13:00:00,2,92,2,4,13,640
2021-04-02 14:00:00,2,92,2,4,14,930
2021-04-02 15:00:00,2,92,2,4,15,1900
2021-04-02 16:00:00,2,92,2,4,16,1270
2021-04-02 17:00:00,2,92,2,4,17,640
2021-04-02 18:00:00,2,92,2,4,18,630
2021-04-02 19:00:00,2,92,2,4,19,690
2021-04-02 20:00:00,2,92,2,4,20,690
2021-04-02 21:00:00,2,92,2,4,21,720
2021-04-02 22:00:00,2,92,2,4,22,580
2021-04-02 23:00:00,2,92,2,4,23,510
2021-04-03 00:00:00,2,93,3,5,0,500
2021-04-03 01:00:00,2,93,3,5,1,510
2021-04-03 02:00:00,2,93,3,5,2,450
2021-04-03 03:00:00,2,93,3,5,3,420
2021-04-03 04:00:00,2,93,3,5,4,610
2021-04-03 05:00:00,2,93,3,5,5,980
2021-04-03 06:00:00,2,93,3,5,6,630
2021-04-03 07:00:00,2,93,3,5,7,640
2021-04-03 08:00:00,2,93,3,5,8,470
2021-04-03 09:00:00,2,93,3,5,9,1350
2021-04-03 10:00:00,2,93,3,5,10,1090
2021-04-03 11:00:00,2,93,3,5,11,740
2021-04-03 12:00:00,2,93,3,5,12,1510
2021-04-03 13:00:00,2,93,3,5,13,620
2021-04-03 14:00:00,2,93,3,5,14,1270
2021-04-03 15:00:00,2,93,3,5,15,2380
2021-04-03 16:00:00,2,93,3,5,16,2370
2021-04-03 17:00:00,2,93,3,5,17,2060
2021-04-03 18:00:00,2,93,3,5,18,600
2021-04-03 19:00:00,2,93,3,5,19,680
2021-04-03 20:00:00,2,93,3,5,20,840
2021-04-03 21:00:00,2,93,3,5,21,630
2021-04-03 22:00:00,2,93,3,5,22,600
2021-04-03 23:00:00,2,93,3,5,23,520
2021-04-04 00:00:00,2,94,4,6,0,560
2021-04-04 01:00:00,2,94,4,6,1,460
2021-04-04 02:00:00,2,94,4,6,2,570
2021-04-04 03:00:00,2,94,4,6,3,2050
2021-04-04 04:00:00,2,94,4,6,4,1180
2021-04-04 05:00:00,2,94,4,6,5,940
2021-04-04 06:00:00,2,94,4,6,6,450
2021-04-04 07:00:00,2,94,4,6,7,450
2021-04-04 08:00:00,2,94,4,6,8,800
2021-04-04 09:00:00,2,94,4,6,9,640
2021-04-04 10:00:00,2,94,4,6,10,760
2021-04-04 11:00:00,2,94,4,6,11,670
2021-04-04 12:00:00,2,94,4,6,12,540
2021-04-04 13:00:00,2,94,4,6,13,580
2021-04-04 14:00:00,2,94,4,6,14,460
2021-04-04 15:00:00,2,94,4,6,15,460
2021-04-04 16:00:00,2,94,4,6,16,490
2021-04-04 17:00:00,2,94,4,6,17,1410
2021-04-04 18:00:00,2,94,4,6,18,850
2021-04-04 19:00:00,2,94,4,6,19,1320
2021-04-04 20:00:00,2,94,4,6,20,1120
2021-04-04 21:00:00,2,94,4,6,21,610
2021-04-04 22:00:00,2,94,4,6,22,510
2021-04-04 23:00:00,2,94,4,6,23,510
2021-04-05 00:00:00,2,95,5,0,0,460
2021-04-05 01:00:00,2,95,5,0,1,450
2021-04-05 02:00:00,2,95,5,0,2,450
2021-04-05 03:00:00,2,95,5,0,3,440
2021-04-05 04:00:00,2,95,5,0,4,440
2021-04-05 05:00:00,2,95,5,0,5,650
2021-04-05 06:00:00,2,95,5,0,6,450
2021-04-05 07:00:00,2,95,5,0,7,410
2021-04-05 08:00:00,2,95,5,0,8,450
2021-04-05 09:00:00,2,95,5,0,9,740
2021-04-05 10:00:00,2,95,5,0,10,1020
2021-04-05 11:00:00,2,95,5,0,11,780
2021-04-05 12:00:00,2,95,5,0,12,800
2021-04-05 13:00:00,2,95,5,0,13,890
2021-04-05 14:00:00,2,95,5,0,14,940
2021-04-05 15:00:00,2,95,5,0,15,850
2021-04-05 16:00:00,2,95,5,0,16,1290
2021-04-05 17:00:00,2,95,5,0,17,650
2021-04-05 18:00:00,2,95,5,0,18,890
2021-04-05 19:00:00,2,95,5,0,19,720
2021-04-05 20:00:00,2,95,5,0,20,660
2021-04-05 21:00:00,2,95,5,0,21,630
2021-04-05 22:00:00,2,95,5,0,22,490
2021-04-05 23:00:00,2,95,5,0,23,500
2021-04-06 00:00:00,2,96,6,1,0,480
2021-04-06 01:00:00,2,96,6,1,1,480
2021-04-06 02:00:00,2,96,6,1,2,440
2021-04-06 03:00:00,2,96,6,1,3,500
2021-04-06 04:00:00,2,96,6,1,4,500
2021-04-06 05:00:00,2,96,6,1,5,700
2021-04-06 06:00:00,2,96,6,1,6,440
2021-04-06 07:00:00,2,96,6,1,7,500
2021-04-06 08:00:00,2,96,6,1,8,700
2021-04-06 09:00:00,2,96,6,1,9,680
2021-04-06 10:00:00,2,96,6,1,10,690
2021-04-06 11:00:00,2,96,6,1,11,500
2021-04-06 12:00:00,2,96,6,1,12,540
2021-04-06 13:00:00,2,96,6,1,13,570
2021-04-06 14:00:00,2,96,6,1,14,570
2021-04-06 15:00:00,2,96,6,1,15,540
2021-04-06 16:00:00,2,96,6,1,16,700
2021-04-06 17:00:00,2,96,6,1,17,650
2021-04-06 18:00:00,2,96,6,1,18,690
2021-04-06 19:00:00,2,96,6,1,19,730
2021-04-06 20:00:00,2,96,6,1,20,720
2021-04-06 21:00:00,2,96,6,1,21,640
2021-04-06 22:00:00,2,96,6,1,22,560
2021-04-06 23:00:00,2,96,6,1,23,530
2021-04-07 00:00:00,2,97,7,2,0,480
2021-04-07 01:00:00,2,97,7,2,1,520
2021-04-07 02:00:00,2,97,7,2,2,540
2021-04-07 03:00:00,2,97,7,2,3,510
2021-04-07 04:00:00,2,97,7,2,4,470
2021-04-07 05:00:00,2,97,7,2,5,460
2021-04-07 06:00:00,2,97,7,2,6,520
2021-04-07 07:00:00,2,97,7,2,7,610
2021-04-07 08:00:00,2,97,7,2,8,610
2021-04-07 09:00:00,2,97,7,2,9,600
2021-04-07 10:00:00,2,97,7,2,10,1170
2021-04-07 11:00:00,2,97,7,2,11,910
2021-04-07 12:00:00,2,97,7,2,12,690
2021-04-07 13:00:00,2,97,7,2,13,550
2021-04-07 14:00:00,2,97,7,2,14,570
2021-04-07 15:00:00,2,97,7,2,15,580
2021-04-07 16:00:00,2,97,7,2,16,590
2021-04-07 17:00:00,2,97,7,2,17,560
2021-04-07 18:00:00,2,97,7,2,18,760
2021-04-07 19:00:00,2,97,7,2,19,800
2021-04-07 20:00:00,2,97,7,2,20,680
2021-04-07 21:00:00,2,97,7,2,21,670
2021-04-07 22:00:00,2,97,7,2,22,510
2021-04-07 23:00:00,2,97,7,2,23,460
2021-04-08 00:00:00,2,98,8,3,0,500
2021-04-08 01:00:00,2,98,8,3,1,550
2021-04-08 02:00:00,2,98,8,3,2,580
2021-04-08 03:00:00,2,98,8,3,3,530
2021-04-08 04:00:00,2,98,8,3,4,540
2021-04-08 05:00:00,2,98,8,3,5,490
2021-04-08 06:00:00,2,98,8,3,6,430
2021-04-08 07:00:00,2,98,8,3,7,590
2021-04-08 08:00:00,2,98,8,3,8,510
2021-04-08 09:00:00,2,98,8,3,9,560
2021-04-08 10:00:00,2,98,8,3,10,530
2021-04-08 11:00:00,2,98,8,3,11,590
2021-04-08 12:00:00,2,98,8,3,12,1630
2021-04-08 13:00:00,2,98,8,3,13,550
2021-04-08 14:00:00,2,98,8,3,14,580
2021-04-08 15:00:00,2,98,8,3,15,630
2021-04-08 16:00:00,2,98,8,3,16,680
2021-04-08 17:00:00,2,98,8,3,17,660
2021-04-08 18:00:00,2,98,8,3,18,670
2021-04-08 19:00:00,2,98,8,3,19,750
2021-04-08 20:00:00,2,98,8,3,20,650
2021-04-08 21:00:00,2,98,8,3,21,650
2021-04-08 22:00:00,2,98,8,3,22,490
2021-04-08 23:00:00,2,98,8,3,23,520
2021-04-09 00:00:00,2,99,9,4,0,510
2021-04-09 01:00:00,2,99,9,4,1,500
2021-04-09 02:00:00,2,99,9,4,2,540
2021-04-09 03:00:00,2,99,9,4,3,500
2021-04-09 04:00:00,2,99,9,4,4,540
2021-04-09 05:00:00,2,99,9,4,5,540
2021-04-09 06:00:00,2,99,9,4,6,480
2021-04-09 07:00:00,2,99,9,4,7,530
2021-04-09 08:00:00,2,99,9,4,8,760
2021-04-09 09:00:00,2,99,9,4,9,750
2021-04-09 10:00:00,2,99,9,4,10,810
2021-04-09 11:00:00,2,99,9,4,11,870
2021-04-09 12:00:00,2,99,9,4,12,1410
2021-04-09 13:00:00,2,99,9,4,13,1090
2021-04-09 14:00:00,2,99,9,4,14,530
2021-04-09 15:00:00,2,99,9,4,15,520
2021-04-09 16:00:00,2,99,9,4,16,460
2021-04-09 17:00:00,2,99,9,4,17,670
2021-04-09 18:00:00,2,99,9,4,18,490
2021-04-09 19:00:00,2,99,9,4,19,680
2021-04-09 20:00:00,2,99,9,4,20,680
2021-04-09 21:00:00,2,99,9,4,21,680
2021-04-09 22:00:00,2,99,9,4,22,520
2021-04-09 23:00:00,2,99,9,4,23,500
2021-04-10 00:00:00,2,100,10,5,0,560
2021-04-10 01:00:00,2,100,10,5,1,620
2021-04-10 02:00:00,2,100,10,5,2,540
2021-04-10 03:00:00,2,100,10,5,3,540
2021-04-10 04:00:00,2,100,10,5,4,490
2021-04-10 05:00:00,2,100,10,5,5,490
2021-04-10 06:00:00,2,100,10,5,6,450
2021-04-10 07:00:00,2,100,10,5,7,540
2021-04-10 08:00:00,2,100,10,5,8,610
2021-04-10 09:00:00,2,100,10,5,9,670
2021-04-10 10:00:00,2,100,10,5,10,600
2021-04-10 11:00:00,2,100,10,5,11,460
2021-04-10 12:00:00,2,100,10,5,12,450
2021-04-10 13:00:00,2,100,10,5,13,480
2021-04-10 14:00:00,2,100,10,5,14,540
2021-04-10 15:00:00,2,100,10,5,15,510
2021-04-10 16:00:00,2,100,10,5,16,480
2021-04-10 17:00:00,2,100,10,5,17,470
2021-04-10 18:00:00,2,100,10,5,18,490
2021-04-10 19:00:00,2,100,10,5,19,710
2021-04-10 20:00:00,2,100,10,5,20,700
2021-04-10 21:00:00,2,100,10,5,21,700
2021-04-10 22:00:00,2,100,10,5,22,600
2021-04-10 23:00:00,2,100,10,5,23,540
2021-04-11 00:00:00,2,101,11,6,0,1820
2021-04-11 01:00:00,2,101,11,6,1,2150
2021-04-11 02:00:00,2,101,11,6,2,2110
2021-04-11 03:00:00,2,101,11,6,3,2000
2021-04-11 04:00:00,2,101,11,6,4,540
2021-04-11 05:00:00,2,101,11,6,5,470
2021-04-11 06:00:00,2,101,11,6,6,470
2021-04-11 07:00:00,2,101,11,6,7,580
2021-04-11 08:00:00,2,101,11,6,8,680
2021-04-11 09:00:00,2,101,11,6,9,1130
2021-04-11 10:00:00,2,101,11,6,10,580
2021-04-11 11:00:00,2,101,11,6,11,530
2021-04-11 12:00:00,2,101,11,6,12,550
2021-04-11 13:00:00,2,101,11,6,13,540
2021-04-11 14:00:00,2,101,11,6,14,580
2021-04-11 15:00:00,2,101,11,6,15,1290
2021-04-11 16:00:00,2,101,11,6,16,1860
2021-04-11 17:00:00,2,101,11,6,17,1540
2021-04-11 18:00:00,2,101,11,6,18,770
2021-04-11 19:00:00,2,101,11,6,19,690
2021-04-11 20:00:00,2,101,11,6,20,700
2021-04-11 21:00:00,2,101,11,6,21,680
2021-04-11 22:00:00,2,101,11,6,22,600
2021-04-11 23:00:00,2,101,11,6,23,510
2021-04-12 00:00:00,2,102,12,0,0,550
2021-04-12 01:00:00,2,102,12,0,1,540
2021-04-12 02:00:00,2,102,12,0,2,520
2021-04-12 03:00:00,2,102,12,0,3,470
2021-04-12 04:00:00,2,102,12,0,4,470
2021-04-12 05:00:00,2,102,12,0,5,490
2021-04-12 06:00:00,2,102,12,0,6,470
2021-04-12 07:00:00,2,102,12,0,7,1100
2021-04-12 08:00:00,2,102,12,0,8,920
2021-04-12 09:00:00,2,102,12,0,9,1060
2021-04-12 10:00:00,2,102,12,0,10,940
2021-04-12 11:00:00,2,102,12,0,11,650
2021-04-12 12:00:00,2,102,12,0,12,720
2021-04-12 13:00:00,2,102,12,0,13,590
2021-04-12 14:00:00,2,102,12,0,14,710
2021-04-12 15:00:00,2,102,12,0,15,520
2021-04-12 16:00:00,2,102,12,0,16,700
2021-04-12 17:00:00,2,102,12,0,17,610
2021-04-12 18:00:00,2,102,12,0,18,690
2021-04-12 19:00:00,2,102,12,0,19,650
2021-04-12 20:00:00,2,102,12,0,20,640
2021-04-12 21:00:00,2,102,12,0,21,680
2021-04-12 22:00:00,2,102,12,0,22,630
2021-04-12 23:00:00,2,102,12,0,23,500
2021-04-13 00:00:00,2,103,13,1,0,1500
2021-04-13 01:00:00,2,103,13,1,1,2030
2021-04-13 02:00:00,2,103,13,1,2,2060
2021-04-13 03:00:00,2,103,13,1,3,2050
2021-04-13 04:00:00,2,103,13,1,4,1030
2021-04-13 05:00:00,2,103,13,1,5,510
2021-04-13 06:00:00,2,103,13,1,6,490
2021-04-13 07:00:00,2,103,13,1,7,460
2021-04-13 08:00:00,2,103,13,1,8,530
2021-04-13 09:00:00,2,103,13,1,9,720
2021-04-13 10:00:00,2,103,13,1,10,500
2021-04-13 11:00:00,2,103,13,1,11,520
2021-04-13 12:00:00,2,103,13,1,12,540
2021-04-13 13:00:00,2,103,13,1,13,560
2021-04-13 14:00:00,2,103,13,1,14,560
2021-04-13 15:00:00,2,103,13,1,15,1830
2021-04-13 16:00:00,2,103,13,1,16,1450
2021-04-13 17:00:00,2,103,13,1,17,860
2021-04-13 18:00:00,2,103,13,1,18,690
2021-04-13 19:00:00,2,103,13,1,19,710
2021-04-13 20:00:00,2,103,13,1,20,650
2021-04-13 21:00:00,2,103,13,1,21,650
2021-04-13 22:00:00,2,103,13,1,22,490
2021-04-13 23:00:00,2,103,13,1,23,480
2021-04-14 00:00:00,2,104,14,2,0,470
2021-04-14 01:00:00,2,104,14,2,1,490
2021-04-14 02:00:00,2,104,14,2,2,460
2021-04-14 03:00:00,2,104,14,2,3,460
2021-04-14 04:00:00,2,104,14,2,4,500
2021-04-14 05:00:00,2,104,14,2,5,480
2021-04-14 06:00:00,2,104,14,2,6,490
2021-04-14 07:00:00,2,104,14,2,7,410
2021-04-14 08:00:00,2,104,14,2,8,510
2021-04-14 09:00:00,2,104,14,2,9,840
2021-04-14 10:00:00,2,104,14,2,10,1240
2021-04-14 11:00:00,2,104,14,2,11,850
2021-04-14 12:00:00,2,104,14,2,12,560
2021-04-14 13:00:00,2,104,14,2,13,610
2021-04-14 14:00:00,2,104,14,2,14,640
2021-04-14 15:00:00,2,104,14,2,15,670
2021-04-14 16:00:00,2,104,14,2,16,1000
2021-04-14 17:00:00,2,104,14,2,17,590
2021-04-14 18:00:00,2,104,14,2,18,630
2021-04-14 19:00:00,2,104,14,2,19,630
2021-04-14 20:00:00,2,104,14,2,20,640
2021-04-14 21:00:00,2,104,14,2,21,610
2021-04-14 22:00:00,2,104,14,2,22,510
2021-04-14 23:00:00,2,104,14,2,23,490
2021-04-15 00:00:00,2,105,15,3,0,450
2021-04-15 01:00:00,2,105,15,3,1,480
2021-04-15 02:00:00,2,105,15,3,2,510
2021-04-15 03:00:00,2,105,15,3,3,510
2021-04-15 04:00:00,2,105,15,3,4,620
2021-04-15 05:00:00,2,105,15,3,5,470
2021-04-15 06:00:00,2,105,15,3,6,570
2021-04-15 07:00:00,2,105,15,3,7,600
2021-04-15 08:00:00,2,105,15,3,8,600
2021-04-15 09:00:00,2,105,15,3,9,600
2021-04-15 10:00:00,2,105,15,3,10,440
2021-04-15 11:00:00,2,105,15,3,11,480
2021-04-15 12:00:00,2,105,15,3,12,560
2021-04-15 13:00:00,2,105,15,3,13,630
2021-04-15 14:00:00,2,105,15,3,14,660
2021-04-15 15:00:00,2,105,15,3,15,1530
2021-04-15 16:00:00,2,105,15,3,16,1780
2021-04-15 17:00:00,2,105,15,3,17,590
2021-04-15 18:00:00,2,105,15,3,18,730
2021-04-15 19:00:00,2,105,15,3,19,770
2021-04-15 20:00:00,2,105,15,3,20,640
2021-04-15 21:00:00,2,105,15,3,21,650
2021-04-15 22:00:00,2,105,15,3,22,500
2021-04-15 23:00:00,2,105,15,3,23,460
2021-04-16 00:00:00,2,106,16,4,0,460
2021-04-16 01:00:00,2,106,16,4,1,500
2021-04-16 02:00:00,2,106,16,4,2,1750
2021-04-16 03:00:00,2,106,16,4,3,2070
2021-04-16 04:00:00,2,106,16,4,4,1580
2021-04-16 05:00:00,2,106,16,4,5,480
2021-04-16 06:00:00,2,106,16,4,6,510
2021-04-16 07:00:00,2,106,16,4,7,900
2021-04-16 08:00:00,2,106,16,4,8,630
2021-04-16 09:00:00,2,106,16,4,9,750
2021-04-16 10:00:00,2,106,16,4,10,1180
2021-04-16 11:00:00,2,106,16,4,11,1180
2021-04-16 12:00:00,2,106,16,4,12,860
2021-04-16 13:00:00,2,106,16,4,13,660
2021-04-16 14:00:00,2,106,16,4,14,690
2021-04-16 15:00:00,2,106,16,4,15,730
2021-04-16 16:00:00,2,106,16,4,16,680
2021-04-16 17:00:00,2,106,16,4,17,810
2021-04-16 18:00:00,2,106,16,4,18,660
2021-04-16 19:00:00,2,106,16,4,19,630
2021-04-16 20:00:00,2,106,16,4,20,830
2021-04-16 21:00:00,2,106,16,4,21,670
2021-04-16 22:00:00,2,106,16,4,22,620
2021-04-16 23:00:00,2,106,16,4,23,470
2021-04-17 00:00:00,2,107,17,5,0,460
2021-04-17 01:00:00,2,107,17,5,1,470
2021-04-17 02:00:00,2,107,17,5,2,500
2021-04-17 03:00:00,2,107,17,5,3,500
2021-04-17 04:00:00,2,107,17,5,4,490
2021-04-17 05:00:00,2,107,17,5,5,620
2021-04-17 06:00:00,2,107,17,5,6,620
2021-04-17 07:00:00,2,107,17,5,7,660
2021-04-17 08:00:00,2,107,17,5,8,710
2021-04-17 09:00:00,2,107,17,5,9,670
2021-04-17 10:00:00,2,107,17,5,10,690
2021-04-17 11:00:00,2,107,17,5,11,560
2021-04-17 12:00:00,2,107,17,5,12,630
2021-04-17 13:00:00,2,107,17,5,13,550
2021-04-17 14:00:00,2,107,17,5,14,630
2021-04-17 15:00:00,2,107,17,5,15,1180
2021-04-17 16:00:00,2,107,17,5,16,1710
2021-04-17 17:00:00,2,107,17,5,17,570
2021-04-17 18:00:00,2,107,17,5,18,500
2021-04-17 19:00:00,2,107,17,5,19,930
2021-04-17 20:00:00,2,107,17,5,20,660
2021-04-17 21:00:00,2,107,17,5,21,610
2021-04-17 22:00:00,2,107,17,5,22,520
2021-04-17 23:00:00,2,107,17,5,23,520
2021-04-18 00:00:00,2,108,18,6,0,480
2021-04-18 01:00:00,2,108,18,6,1,480
2021-04-18 02:00:00,2,108,18,6,2,470
2021-04-18 03:00:00,2,108,18,6,3,1710
2021-04-18 04:00:00,2,108,18,6,4,1700
2021-04-18 05:00:00,2,108,18,6,5,470
2021-04-18 06:00:00,2,108,18,6,6,650
2021-04-18 07:00:00,2,108,18,6,7,480
2021-04-18 08:00:00,2,108,18,6,8,580
2021-04-18 09:00:00,2,108,18,6,9,1020
2021-04-18 10:00:00,2,108,18,6,10,470
2021-04-18 11:00:00,2,108,18,6,11,440
2021-04-18 12:00:00,2,108,18,6,12,610
2021-04-18 13:00:00,2,108,18,6,13,710
2021-04-18 14:00:00,2,108,18,6,14,690
2021-04-18 15:00:00,2,108,18,6,15,560
2021-04-18 16:00:00,2,108,18,6,16,770
2021-04-18 17:00:00,2,108,18,6,17,640
2021-04-18 18:00:00,2,108,18,6,18,720
2021-04-18 19:00:00,2,108,18,6,19,850
2021-04-18 20:00:00,2,108,18,6,20,650
2021-04-18 21:00:00,2,108,18,6,21,650
2021-04-18 22:00:00,2,108,18,6,22,580
2021-04-18 23:00:00,2,108,18,6,23,550
2021-04-19 00:00:00,2,109,19,0,0,520
2021-04-19 01:00:00,2,109,19,0,1,480
2021-04-19 02:00:00,2,109,19,0,2,480
2021-04-19 03:00:00,2,109,19,0,3,520
2021-04-19 04:00:00,2,109,19,0,4,520
2021-04-19 05:00:00,2,109,19,0,5,490
2021-04-19 06:00:00,2,109,19,0,6,600
2021-04-19 07:00:00,2,109,19,0,7,550
2021-04-19 08:00:00,2,109,19,0,8,670
2021-04-19 09:00:00,2,109,19,0,9,1010
2021-04-19 10:00:00,2,109,19,0,10,1280
2021-04-19 11:00:00,2,109,19,0,11,980
2021-04-19 12:00:00,2,109,19,0,12,820
2021-04-19 13:00:00,2,109,19,0,13,1490
2021-04-19 14:00:00,2,109,19,0,14,860
2021-04-19 15:00:00,2,109,19,0,15,1980
2021-04-19 16:00:00,2,109,19,0,16,710
2021-04-19 17:00:00,2,109,19,0,17,770
2021-04-19 18:00:00,2,109,19,0,18,660
2021-04-19 19:00:00,2,109,19,0,19,680
2021-04-19 20:00:00,2,109,19,0,20,620
2021-04-19 21:00:00,2,109,19,0,21,660
2021-04-19 22:00:00,2,109,19,0,22,610
2021-04-19 23:00:00,2,109,19,0,23,480
2021-04-20 00:00:00,2,110,20,1,0,490
2021-04-20 01:00:00,2,110,20,1,1,480
2021-04-20 02:00:00,2,110,20,1,2,520
2021-04-20 03:00:00,2,110,20,1,3,530
2021-04-20 04:00:00,2,110,20,1,4,520
2021-04-20 05:00:00,2,110,20,1,5,500
2021-04-20 06:00:00,2,110,20,1,6,600
2021-04-20 07:00:00,2,110,20,1,7,480
2021-04-20 08:00:00,2,110,20,1,8,660
2021-04-20 09:00:00,2,110,20,1,9,990
2021-04-20 10:00:00,2,110,20,1,10,1300
2021-04-20 11:00:00,2,110,20,1,11,1150
2021-04-20 12:00:00,2,110,20,1,12,1030
2021-04-20 13:00:00,2,110,20,1,13,710
2021-04-20 14:00:00,2,110,20,1,14,820
2021-04-20 15:00:00,2,110,20,1,15,940
2021-04-20 16:00:00,2,110,20,1,16,1450
2021-04-20 17:00:00,2,110,20,1,17,600
2021-04-20 18:00:00,2,110,20,1,18,850
2021-04-20 19:00:00,2,110,20,1,19,720
2021-04-20 20:00:00,2,110,20,1,20,700
2021-04-20 21:00:00,2,110,20,1,21,640
2021-04-20 22:00:00,2,110,20,1,22,550
2021-04-20 23:00:00,2,110,20,1,23,540
2021-04-21 00:00:00,2,111,21,2,0,480
2021-04-21 01:00:00,2,111,21,2,1,470
2021-04-21 02:00:00,2,111,21,2,2,490
2021-04-21 03:00:00,2,111,21,2,3,480
2021-04-21 04:00:00,2,111,21,2,4,490
2021-04-21 05:00:00,2,111,21,2,5,750
2021-04-21 06:00:00,2,111,21,2,6,710
